PP,Blok,Condition,timestamp,avgDepth(avg),leftShoulderAngle(avg),rightShoulderAngle(avg),leanAngle(avg),HipCenter_Spine-Spine_ShoulderCenter(avg),Spine_ShoulderCenter-ShoulderCenter_Head(avg),Spine_ShoulderCenter-ShoulderCenter_ShoulderLeft(avg),Spine_ShoulderCenter-ShoulderCenter_ShoulderRight(avg),ShoulderCenter_ShoulderLeft-ShoulderLeft_ElbowLeft(avg),ShoulderLeft_ElbowLeft-ElbowLeft_WristLeft(avg),ElbowLeft_WristLeft-WristLeft_HandLeft(avg),ShoulderCenter_ShoulderRight-ShoulderRight_ElbowRight(avg),ShoulderRight_ElbowRight-ElbowRight_WristRight(avg),ElbowRight_WristRight-WristRight_HandRight(avg),HipCenter_Spine-PlaneZXAxisX(avg),HipCenter_Spine-PlaneXYAxisY(avg),HipCenter_Spine-PlaneYZAxisZ(avg),Spine_ShoulderCenter-PlaneZXAxisX(avg),Spine_ShoulderCenter-PlaneXYAxisY(avg),Spine_ShoulderCenter-PlaneYZAxisZ(avg),ShoulderCenter_Head-PlaneZXAxisX(avg),ShoulderCenter_Head-PlaneXYAxisY(avg),ShoulderCenter_Head-PlaneYZAxisZ(avg),ShoulderCenter_ShoulderLeft-PlaneZXAxisX(avg),ShoulderCenter_ShoulderLeft-PlaneXYAxisY(avg),ShoulderCenter_ShoulderLeft-PlaneYZAxisZ(avg),ShoulderCenter_ShoulderRight-PlaneZXAxisX(avg),ShoulderCenter_ShoulderRight-PlaneXYAxisY(avg),ShoulderCenter_ShoulderRight-PlaneYZAxisZ(avg),ShoulderLeft_ElbowLeft-PlaneZXAxisX(avg),ShoulderLeft_ElbowLeft-PlaneXYAxisY(avg),ShoulderLeft_ElbowLeft-PlaneYZAxisZ(avg),ElbowLeft_WristLeft-PlaneZXAxisX(avg),ElbowLeft_WristLeft-PlaneXYAxisY(avg),ElbowLeft_WristLeft-PlaneYZAxisZ(avg),WristLeft_HandLeft-PlaneZXAxisX(avg),WristLeft_HandLeft-PlaneXYAxisY(avg),WristLeft_HandLeft-PlaneYZAxisZ(avg),ShoulderRight_ElbowRight-PlaneZXAxisX(avg),ShoulderRight_ElbowRight-PlaneXYAxisY(avg),ShoulderRight_ElbowRight-PlaneYZAxisZ(avg),ElbowRight_WristRight-PlaneZXAxisX(avg),ElbowRight_WristRight-PlaneXYAxisY(avg),ElbowRight_WristRight-PlaneYZAxisZ(avg),WristRight_HandRight-PlaneZXAxisX(avg),WristRight_HandRight-PlaneXYAxisY(avg),WristRight_HandRight-KinectZAxis(avg),avgDepth(stdv),leftShoulderAngle(stdv),rightShoulderAngle(stdv),leanAngle(stdv),HipCenter_Spine-Spine_ShoulderCenter(stdv),Spine_ShoulderCenter-ShoulderCenter_Head(stdv),Spine_ShoulderCenter-ShoulderCenter_ShoulderLeft(stdv),Spine_ShoulderCenter-ShoulderCenter_ShoulderRight(stdv),ShoulderCenter_ShoulderLeft-ShoulderLeft_ElbowLeft(stdv),ShoulderLeft_ElbowLeft-ElbowLeft_WristLeft(stdv),ElbowLeft_WristLeft-WristLeft_HandLeft(stdv),ShoulderCenter_ShoulderRight-ShoulderRight_ElbowRight(stdv),ShoulderRight_ElbowRight-ElbowRight_WristRight(stdv),ElbowRight_WristRight-WristRight_HandRight(stdv),HipCenter_Spine-PlaneZXAxisX(stdv),HipCenter_Spine-PlaneXYAxisY(stdv),HipCenter_Spine-PlaneYZAxisZ(stdv),Spine_ShoulderCenter-PlaneZXAxisX(stdv),Spine_ShoulderCenter-PlaneXYAxisY(stdv),Spine_ShoulderCenter-PlaneYZAxisZ(stdv),ShoulderCenter_Head-PlaneZXAxisX(stdv),ShoulderCenter_Head-PlaneXYAxisY(stdv),ShoulderCenter_Head-PlaneYZAxisZ(stdv),ShoulderCenter_ShoulderLeft-PlaneZXAxisX(stdv),ShoulderCenter_ShoulderLeft-PlaneXYAxisY(stdv),ShoulderCenter_ShoulderLeft-PlaneYZAxisZ(stdv),ShoulderCenter_ShoulderRight-PlaneZXAxisX(stdv),ShoulderCenter_ShoulderRight-PlaneXYAxisY(stdv),ShoulderCenter_ShoulderRight-PlaneYZAxisZ(stdv),ShoulderLeft_ElbowLeft-PlaneZXAxisX(stdv),ShoulderLeft_ElbowLeft-PlaneXYAxisY(stdv),ShoulderLeft_ElbowLeft-PlaneYZAxisZ(stdv),ElbowLeft_WristLeft-PlaneZXAxisX(stdv),ElbowLeft_WristLeft-PlaneXYAxisY(stdv),ElbowLeft_WristLeft-PlaneYZAxisZ(stdv),WristLeft_HandLeft-PlaneZXAxisX(stdv),WristLeft_HandLeft-PlaneXYAxisY(stdv),WristLeft_HandLeft-PlaneYZAxisZ(stdv),ShoulderRight_ElbowRight-PlaneZXAxisX(stdv),ShoulderRight_ElbowRight-PlaneXYAxisY(stdv),ShoulderRight_ElbowRight-PlaneYZAxisZ(stdv),ElbowRight_WristRight-PlaneZXAxisX(stdv),ElbowRight_WristRight-PlaneXYAxisY(stdv),ElbowRight_WristRight-PlaneYZAxisZ(stdv),WristRight_HandRight-PlaneZXAxisX(stdv),WristRight_HandRight-PlaneXYAxisY(stdv),WristRight_HandRight-KinectZAxis(stdv),Added
PP21,2,I,20120931T171200000,2122.6258943658,-103.6200612853,98.0416002987,111.2501564072,176.0920838546,167.71115681,67.9988815162,88.3034789923,99.1955749464,58.231365694,177.8201707089,127.5484449972,119.5126170314,156.8902884211,-68.3015626631,10.5675352836,115.1616064465,-64.5378903891,10.4809491605,111.2501564072,-87.4915110236,0.5960750697,103.3611369651,-93.451281302,-103.6200612853,-94.1316624701,11.1746447685,98.0416002987,-35.2793752433,-84.8486737065,175.456855935,-122.6645466126,111.4266590834,-88.7624788679,0.5028621456,110.4453407135,-88.6640002033,0.3768124862,21.998588711,151.3298459959,-77.7404797183,-47.6243123811,122.3200181777,-150.4473805297,-53.4883940316,90.9376806786,-39.8749124115,22.7545146337,1.5282815309,1.7278734905,1.3435485134,0.8892697127,1.9050652141,1.4232275613,2.2529663803,2.5459270347,1.8237256947,2.2676399246,2.6754471208,7.2931858397,5.4647784441,2.0905096212,0.8568336847,1.2657750709,2.1687010596,0.9088251894,1.3435485134,8.0731212622,1.8977664161,2.014352063,150.9454513597,1.5282815309,7.2731920491,0.9650570673,1.7278734905,4.7068200884,1.2129089947,20.6198717399,0.8946452252,0.936834857,4.7297242021,1.9126879313,1.787428023,9.6473867413,3.6192755831,13.5415103387,2.7263684679,7.2973105506,7.0534088499,6.9653398554,4.1280451555,6.5175607059,11.0588524642,168.1269926451,
PP21,2,I,20120931T171300000,2123.6675534986,-89.5345345164,88.5881120181,102.6062365988,149.6125334764,167.9644688961,82.2033749446,95.1459214561,80.523095244,56.3146091709,178.1798485428,117.7647060826,118.0474357994,151.4248051496,-5.2161690236,10.2452036684,75.904544778,-60.6455862453,6.7007698237,102.6062365988,-34.88528917,6.1318492098,95.4665884737,105.3020838445,-89.5345345164,-21.4304083178,13.0552134141,88.5881120181,2.9599020094,-90.2296810694,-86.6437963519,-131.539456348,110.9150553546,-101.46964609,-4.9556298179,109.8767297242,-101.4810125242,-4.7702462577,31.9736142591,152.8766805762,-72.6763066138,-42.237046045,120.302912311,-147.076700548,-56.9487039221,94.8456143305,-82.5134313062,26.9726429974,21.6157493321,16.4522117103,9.7121769133,28.7857926874,3.9637402971,18.5323549365,18.687218025,21.3634931859,2.9007864099,2.0808005962,16.2745624517,5.213103888,6.3818631545,85.4462073512,7.1835085612,39.556639565,42.5520217369,5.2192221682,9.7121769133,51.3563838707,6.2155339432,9.0345789248,124.4883571665,21.6157493321,59.0161770893,1.3563819143,16.4522117103,49.3929280879,3.8568291882,155.1912973633,6.3439602834,2.0236768445,14.7006977162,6.2026755393,2.1120945425,16.282075023,6.3842948549,13.5787950911,4.4388897893,7.0574720348,4.4851168787,3.5315262016,5.2893036375,8.0288172595,16.9027390164,148.8714287982,
PP21,2,I,20120931T171400000,2123.821368973,-64.9676659527,69.25976148,97.9698501054,124.3069913218,171.5437689585,102.7577436231,115.354167752,57.649323418,55.9034737312,178.8872113236,98.51696764,114.2129557804,151.308309077,69.2007592443,14.1072609579,41.9638704778,-43.3027502822,7.6397277887,97.9698501054,-1.5589282795,9.2815014762,90.3513708545,155.6127256148,-64.9676659527,40.4302724204,13.7415795849,69.25976148,51.3967548277,-90.0711915271,-83.6391157725,-135.8855075626,111.0306532637,-112.3903680432,-9.0216838347,110.0454955984,-112.2754528284,-8.5138950225,41.0558268831,154.7923356771,-67.7591657771,-41.8820958731,121.7230883995,-145.3358155705,-51.5572662182,98.3777658644,-85.0507587774,26.0865181006,16.1549173883,12.3797675377,6.0831217629,17.1936422317,5.9328471307,15.2477823661,10.6646128135,11.9409610563,1.4815204782,0.99052198,11.5429904187,4.0318517339,7.8454671701,36.0729463451,4.1181905688,20.4735900395,26.0132189045,3.0894767559,6.0831217629,27.9974299537,3.1285593722,3.6040203772,4.2278921899,16.1549173883,28.3474953807,3.9663150293,12.3797675377,31.0501949668,1.4170982629,158.2146170333,0.2796233883,0.9903166243,1.6827434447,1.0133486435,0.8220129359,1.8382660149,0.8720724754,2.7512790524,2.6385418757,1.451206511,6.0318715167,3.13348782,4.1411682907,13.58316455,13.5004447014,148.8146237411,
PP21,2,I,20120931T171500000,2123.0440664629,-89.2732976217,91.3041836144,108.5401330505,158.4246125143,162.9937863428,78.034855962,92.9104169158,74.4333613674,106.436192209,141.2425768124,121.7442488276,119.0590095177,160.523002561,-16.9053968934,9.0273871913,92.0167115992,-56.8235387485,8.9313444065,108.5401330505,-65.8351372688,4.5614520628,95.2709330204,161.1966300025,-89.2732976217,-3.3504450465,14.7151974238,91.3041836144,-2.6005007329,-87.3935904049,9.2638515156,-135.6769992122,-33.7400639455,43.8714843085,-44.7428080471,6.3187160087,21.3887499864,-56.221900712,17.0065073133,149.1577676643,-77.3887120922,-53.1827528119,98.2649401911,-149.234458736,-57.5677650852,91.333389205,-145.123680049,27.1774806403,22.3572910051,17.0318338544,11.2245856176,22.5717432116,8.3121260617,23.6235986145,19.0512521455,19.9447970023,32.4324365423,31.0563885268,20.0413268357,15.0185412487,10.3953422535,75.568384747,5.7509773922,37.2322788148,23.3597686029,4.7009411945,11.2245856176,56.9029930403,8.5749534002,5.772841807,6.029698171,22.3572910051,50.7290458099,3.7729327668,17.0318338544,48.6740987608,16.9023173532,168.506298781,5.2370874684,54.5977774838,83.1792916426,129.1375528371,94.0342186469,89.0506662303,113.5641318586,36.7369085117,7.7492792499,23.2253803417,23.2000819421,90.0241870382,18.5777487942,22.5439981004,66.5210211584,90.0505654168,
PP21,2,I,20120931T171600000,2121.1284387125,-118.3619001188,105.147368335,107.6553394227,175.8483784493,169.9489919882,66.6757061977,66.6438673887,122.8636133105,109.6967306419,143.7466964768,124.5750826956,92.8280915821,157.0211000111,-102.9603224015,-5.0575098091,111.6523540104,-106.3740059244,-5.0504132242,107.6553394227,-77.8180149987,3.5574528532,106.431083747,138.0026644316,-118.3619001188,-82.4620642974,16.0965980327,105.147368335,-43.0376437855,-112.6255272133,-161.9191982873,-128.4783891643,-43.6404655741,100.6658372848,-158.5600274832,-69.8166387027,23.5889037338,-33.3687498612,38.014492846,160.0958676756,-73.090719535,-81.1715281859,47.2458191071,-157.2413888293,-94.4178610368,1.5686299317,-136.5495044088,25.2061406559,4.9847663575,2.0358025826,4.2663963626,1.1593691438,4.360125691,4.1572896972,2.2155111162,4.7692005003,6.0737392919,24.3030969914,9.2996518042,21.6866167755,18.4027663194,5.4700780584,1.9344451694,4.1802971974,6.1320105514,1.4500651361,4.2663963626,14.8579587948,4.2898425693,2.6266742203,109.2923435819,4.9847663575,8.6772522653,1.161157504,2.0358025826,4.9540338953,5.0888721206,2.4801963537,4.3130452305,4.9780067799,10.4534137262,51.993345827,32.5105988579,98.6781033832,169.0780340183,34.7198729887,20.217232573,17.8544917344,27.2101216378,136.2762342732,36.8345685756,28.2300733276,133.1576971973,94.1225173417,
PP21,2,I,20120931T171700000,2128.4191747448,-119.6768650313,106.6956960389,110.3417332165,175.7128703848,164.1997412505,61.7611657343,72.7123193061,127.0542521095,120.5522590349,143.2962916147,119.8651614935,95.254416306,134.6206822355,-94.0687208869,1.9476922815,114.3625480747,-96.7992758086,1.8256392461,110.3417332165,-53.0274134462,11.8217637319,102.8416188309,43.7068405114,-119.6768650313,-89.7765386185,11.7013104789,106.6956960389,-55.3638626711,-114.5629410406,-147.0484373849,-132.1976657624,-51.7231101315,117.8102976769,-159.4617220357,-52.6783066394,42.0218269406,-23.1563195469,18.6554541523,136.2274617585,-84.3038716034,-108.7044360076,-35.0261659377,-156.2253462313,-87.5757061757,55.0910384514,-166.6278201319,25.5502170529,3.9489483566,3.8577320619,9.9412041083,1.6486949816,9.4524587446,4.121844138,8.5091860641,7.5041453808,12.8390702632,24.5020576435,16.9522835954,32.3732846034,29.6606296239,19.2235007838,10.2550268424,9.7785807815,23.0827428699,9.7145537634,9.9412041083,32.6498399752,10.5675016673,4.3541909812,172.2083178726,3.9489483566,5.748993924,4.9952246796,3.8577320619,16.3180017412,10.303985027,54.8275293397,2.3104278509,11.1119148024,20.7401846998,9.4368023044,31.5688654155,89.3031769268,164.4170064301,52.6889623275,82.7750983104,26.6515841214,41.5904166255,128.2202961201,30.7843453605,28.1630694643,112.779042468,28.2779540673,
PP21,3,R,20120931T172900000,2142.5637719917,-115.2186683923,119.0030899322,94.8754429075,154.9214613224,166.7433166914,65.0237011424,60.0193686389,108.2112264276,143.3890917149,171.6808607425,123.6811755421,44.4430457044,176.9685970159,61.4651962382,-0.3382342165,70.4030022993,-95.4638570223,-0.7693038389,94.8754429075,-18.3710743729,10.3735916066,92.1761411064,157.7008085455,-115.2186683923,-60.2345003037,7.6089618674,119.0030899322,-74.5912046279,-104.6645698875,-167.2672566842,-130.8374364356,-95.4159297968,-143.2819228007,-155.2505736258,-94.6376271699,-137.2259266461,-158.2672948564,-52.4134996914,146.3927629946,-99.8336851227,49.0773161369,33.0717974955,53.2166456934,52.1583328017,32.8468245587,50.5925919104,27.4741214563,19.0707636691,9.51324022,4.9071681543,14.5157945434,4.591647595,17.8270453209,9.9487107196,15.3967339384,9.8760842146,14.3526562196,18.0757829826,13.6032665452,1.5283005488,59.8759703281,9.7622431887,17.7179904345,77.7768210205,4.3475733444,4.9071681543,25.1391760253,4.4023537828,5.1079452927,48.5288252763,19.0707636691,28.1612407659,5.0229066586,9.51324022,20.7984596539,3.1844468358,2.6016936536,5.9561578103,5.3560218972,58.7337079367,61.2350961173,9.9802396476,89.5850126234,38.7391328423,25.430366424,84.6336483696,16.7724323824,5.9840102433,7.4179731631,7.1433395472,5.4343312228,7.6955946459,7.3483365814,
PP21,3,R,20120931T173000000,2141.299330592,-113.2253172172,117.5337917597,97.6738442463,168.1048572525,166.5094266672,62.9676859619,65.2223171703,134.5692933504,81.989363206,119.0903058685,124.0255680032,71.3248341206,175.6252632987,-18.8315360187,4.7208672068,87.6920378819,-47.6619418321,3.2024602458,97.6738442463,-32.0886641497,8.7334341079,89.4093064481,163.53219004,-113.2253172172,-54.8330691351,8.8899174885,117.5337917597,-69.8383835274,83.5372511335,-130.088443596,-83.8658592565,-51.3646419125,44.5616026903,-167.0506313461,-112.2243128113,-106.0845466602,-169.1016326477,-54.2439719076,144.9384773526,-100.6603966907,-102.126532462,-65.1128951931,33.3937780369,-103.4366813008,-63.9168985039,35.8107449646,20.6244399291,14.8137540515,9.9903265791,5.708051745,14.4139448998,4.4700519331,14.7338833078,10.4360399509,23.5404927144,38.4968055065,33.8765785099,13.8458353844,27.1327299508,5.7980415672,67.963821635,4.1633247477,19.2242051168,70.4297904008,3.0719679338,5.708051745,68.1152817952,9.096784924,3.7827790076,7.2371657038,14.8137540515,27.0952211421,3.0735785212,9.9903265791,23.362436948,107.2028723077,81.1538235443,29.8183810872,24.8974845477,109.195121148,1.1754098639,10.4583468489,59.9424598271,20.3136984957,25.3293494128,89.0573475281,9.0805216443,97.3703082856,39.0646423484,144.1543205147,99.1052424733,41.3626866255,140.1224773933,
PP21,3,R,20120931T173100000,2142.594770252,-117.2187472546,117.7437013302,93.3234600249,167.4698103161,165.010886395,66.7915869375,58.0803219763,129.3110863805,72.1527502031,162.0191072452,128.5169282207,68.5311499823,177.0117783345,82.9049402964,-5.1174207172,81.2825364265,-125.5879735035,-4.3303763222,93.3234600249,-14.912513893,9.5592279821,91.9564181917,170.0120408965,-117.2187472546,-70.2905882336,11.6785277531,117.7437013302,-68.0201524444,-68.9722706175,-158.1199078583,-109.3276253936,-5.0530615247,94.9437915659,-77.7654610816,-18.6940216346,55.4340492844,-61.9340885844,-27.1275397267,163.8364200762,-95.7482169979,-158.3219826178,-77.4867010571,144.3763020725,-161.128020384,-77.5870320761,138.3988244529,28.3406228421,9.5599750999,5.1829853053,3.8830639237,8.873220078,2.8452054127,8.6504285031,5.9430517501,11.5114111637,7.0898149597,30.5273583682,7.0599913384,8.9150206824,1.2080429102,85.8231646626,4.6183358369,11.6959958381,80.7097488664,3.9265172228,3.8830639237,17.4643257454,3.4328314393,3.2003942604,4.7390694359,9.5599750999,17.5431346439,2.9848109491,5.1829853053,10.9727492924,104.3886440386,6.1205171621,21.8318535133,15.5190540954,2.4240108224,45.5856012649,48.4859469489,77.6691624119,55.7190653094,20.3236755934,27.0990653589,10.858149928,4.0594476828,4.3564771115,42.1722326797,3.8730592896,4.9153255797,48.7603391731,
PP21,3,R,20120931T173200000,2142.5619229898,-119.4577948215,119.7204160994,92.8524119555,156.1822439126,169.8872636425,62.4095290047,58.3946413132,123.2338992284,76.4906654868,176.9762270963,132.4417230228,67.5077393696,177.1545641994,76.0824130726,-2.7168651725,69.5099923946,-95.7265139344,-1.9186566779,92.8524119555,-18.958561514,7.0863131182,90.6459046816,173.7164415084,-119.4577948215,-78.7820649679,9.7016884888,119.7204160994,-72.8452710326,-113.7631212802,-163.1368400138,-124.6169972127,4.9410737202,93.9563931388,-39.2749223385,7.6155438167,94.0063545797,-26.3359116558,-27.257864217,164.6358482838,-97.8782199467,-157.545823865,-77.1155155087,150.5193845284,-160.252633231,-77.1157168629,146.8095166989,21.8766447348,2.5891501137,3.330897614,2.5328236248,12.02466278,3.1136586899,5.795807924,4.7771908973,3.4089253258,1.2743008783,1.8580296925,5.6372598709,3.0141739561,0.9635970005,52.12562219,7.6118897097,13.6510004383,89.3607444,5.773572245,2.5328236248,25.8338248029,4.4807191841,2.3985022034,2.5555782197,2.5891501137,6.6406761532,2.2184469328,3.330897614,6.5149693507,3.4493839875,1.9328563605,0.7645713218,1.3895095079,1.2448563314,9.8602161125,2.3147789959,2.6237707197,10.5102685091,4.7606165459,2.633428215,0.5388775488,5.149943587,2.50329655,5.5727414965,5.16062491,2.9181738518,7.1680074074,
PP21,3,R,20120931T173300000,2138.5514083982,-119.3501678733,137.7245382448,94.950886839,174.5088640847,165.9568632078,56.5635719056,53.3977672997,121.4117866273,38.5788177454,173.9603454476,150.0758144434,62.7856895038,175.9886817994,-39.8842212331,5.3652311124,94.9343871258,-41.1461370186,5.0360300337,94.950886839,103.6192101778,-1.7279726055,84.3849105277,152.2047055241,-119.3501678733,-51.9483394217,-26.3453716748,137.7245382448,-110.6918421326,80.9583423285,-100.0688946932,-103.7061091327,29.9649431932,23.4480244611,71.4603577241,37.0787233281,23.7117334047,69.9573291524,0.5286408532,153.4780621985,-88.9006579608,-154.8375354655,-85.9685632591,-1.4642911073,-156.9302857033,-84.9824869758,1.5898404123,22.7157733461,4.4483202175,7.6490931483,2.0275694315,7.7476662224,3.7928051467,4.6006117314,4.8494410957,27.3176073356,29.4704348636,4.9869257214,7.7037839083,7.9765544272,2.6710443556,46.3705129623,3.810809435,10.0401118395,28.8179724693,2.0666657171,2.0275694315,44.4220577278,5.4906922923,3.0566530261,34.056454935,4.4483202175,13.4884451137,16.5050500922,7.6490931483,17.5292627444,122.4010074884,122.4734577541,25.9496938976,39.6286258868,29.7391197217,44.2181931453,43.6799439704,30.2212501541,40.4735508672,12.9218253978,4.0804636032,6.3451846526,5.2844019901,11.8687587116,161.4915268157,5.7374465861,12.4330321708,158.5750783328,
PP21,3,R,20120931T173400000,2143.4415985904,-122.5951860581,142.1200044646,93.5810213905,176.946482769,167.9499664503,54.081303765,48.4875797505,138.9513533259,21.172367039,171.7426341253,157.3411060388,69.7604062923,176.8128000336,-53.1201637014,4.9909367743,96.6371630316,-35.3831346788,5.0394736446,93.5810213905,56.4112421077,5.6783449222,81.5476747922,153.7361894672,-122.5951860581,-52.3404211724,-31.3415682556,142.1200044646,-115.3513255058,173.6548280004,-159.3554509903,-87.6074590589,65.3443703622,3.9637327025,80.6310342189,58.1185850763,3.4962628292,77.8417416496,-1.0885731795,152.9475028347,-90.5536257502,-157.1584040994,-94.6253094034,-109.9637471039,-159.8648660636,-94.5493524297,-103.211530916,20.1759138871,NaN,0.881631754,0.6031000966,0.7933502863,1.0191632461,0.4676360632,0.6305125526,0.8749384717,3.3518373479,4.3348932284,1.095220871,5.8047268192,1.3422415154,0.9732982224,0.2937115483,0.6380794947,1.9283590997,0.3376082634,0.6031000966,3.2160684388,0.9221273529,0.8460784331,0.7815988781,NaN,0.2802957933,0.7234793287,0.881631754,0.3980930852,1.3693104154,NaN,NaN,46.6128848999,5.9403511841,4.1726380002,74.5229639552,10.836395848,7.7736051805,0.8152150876,0.9065908996,NaN,2.0327995304,7.0939948515,117.0440067437,2.369819549,7.5429909975,119.2210088822,
PP21,3,T,20120931T173700000,2134.7978513774,-112.5847460493,108.0612086609,124.8209814816,176.1287505233,152.2731382392,62.3972689797,67.9120569767,97.3045145814,117.4930703469,159.9182644744,133.6206038401,101.1234127039,132.7354154941,-83.0298952046,4.8232008019,128.1763823182,-81.9394599162,4.8153472147,124.8209814816,-33.444440403,11.0550317385,97.9379943118,28.2435538382,-112.5847460493,-69.4629174585,20.4296280197,108.0612086609,-42.4112218009,-70.6990353776,12.644619002,-119.107616797,-50.3987665748,92.3738710761,-15.6886881639,-53.4012436221,55.5651254062,105.9446283131,14.989442975,154.3352310482,-80.3249444398,-73.8880395212,63.4607528037,-167.5991654249,-35.3784500152,19.0990508945,8.6172367764,26.1252014299,5.0212561754,5.6174821271,6.2656946175,1.678380959,11.3541048439,2.4530868379,5.63305893,19.8105846819,14.4038893176,23.9928329838,6.4997245847,11.340664534,41.9104995078,7.104865392,4.5100058388,6.4922739038,7.5811412586,4.1045725373,6.2656946175,21.2938228348,3.6299846097,5.9701981218,167.2692626257,5.0212561754,23.4580052613,7.0689246481,5.6174821271,18.0954810349,30.1351703643,163.1683339394,8.1401099912,9.6820465435,28.1461881451,156.1512344605,32.3653504586,56.3084119415,121.9388316624,26.0500395618,7.1991737794,12.1593982425,32.9977399483,96.342710633,4.7722741158,70.1222308181,83.1845639416,140.9555859517,
PP21,3,T,20120931T173800000,2123.4021445508,-120.3340091035,107.4272168258,114.5521291509,175.9295918058,156.1528641555,63.0455865124,66.9251944296,121.9059373261,92.6416360755,154.0138143715,123.8398696623,109.5649272178,155.4905577553,-95.1765963604,-0.6158938966,118.2620237831,-96.9551956655,-0.6003428447,114.5521291509,-33.381127916,11.9422768089,97.3750085277,120.0345200984,-120.3340091035,-84.9996276581,18.2430342292,107.4272168258,-41.3782447825,-102.5812850995,-32.7003904707,-110.6114134758,-47.0211887807,58.6259001324,-37.1557317038,-68.8237604108,-36.6424455395,-25.0430599232,25.5882861847,154.5964792535,-80.1073916701,-69.9643525926,56.6747600988,-152.5103758312,-62.2431903868,66.1793849171,30.6808214984,27.165472453,5.37980417,7.8187075709,10.7938699155,1.793988909,10.4867599612,7.4848544867,6.919579325,14.5876625979,41.4896383212,28.2695460042,13.5181377035,11.9408651496,13.3520971105,11.3317566421,4.5875143952,10.5997747012,13.8699676248,4.5864948824,10.7938699155,22.8898244948,5.4325887009,4.8971576952,121.6209726316,5.37980417,18.3882513369,4.6640304322,7.8187075709,10.6651720248,37.8843127754,159.5193629597,27.5006192384,32.6726232842,96.1489639878,122.3230906881,55.3541012225,85.6893139697,131.1986466595,34.7114939823,55.6886962698,11.634358566,25.4744183902,126.0899150354,28.1701141155,29.8822022283,93.7747378693,159.6746001439,
PP21,3,T,20120931T173900000,2120.3673256885,-118.7767348797,104.2491669976,100.3040699262,176.139433228,164.9157386791,65.3239660728,69.4169723489,130.3622841765,131.1716494346,143.6034338537,110.7928277464,117.0057617674,156.4650057092,-108.1665547038,-4.5780446852,104.1327873108,-114.4485688246,-4.5021293337,100.3040699262,-34.6143913634,10.1804272617,96.7461024113,172.4826617779,-118.7767348797,-80.7236762389,14.9493572545,104.2491669976,-42.1900850669,-135.4326336439,-165.0878872641,-105.0642210934,-82.8404480705,23.4928264572,-148.2414115139,-121.3145882054,-131.6406987031,-153.1606191364,-6.7451014606,154.0406226847,-90.8287156269,-90.6237835904,15.4658367365,-151.8320618433,-89.1192359502,33.0961080642,-134.7461513884,27.178656922,1.478238681,5.1385983168,2.3014388308,0.9454218151,3.8006202526,1.7657020655,5.2182662883,6.0577167416,4.9089746669,23.6764547757,7.3823480733,12.7823026358,15.8465124528,6.7700187246,1.3267744677,2.3887270409,9.7682292924,1.1328652272,2.3014388308,16.95724363,2.7210594228,3.0408514969,28.9457069934,1.478238681,3.4396952823,1.7415157715,5.1385983168,10.4395089436,18.9223145496,5.2086688293,5.2211077727,14.2327577169,160.0559243035,6.1461487802,12.909174887,19.68934292,6.147572717,52.7089557058,76.3180019728,13.5472666486,22.3139640226,162.9021950726,12.8105860019,24.6475527366,140.5676213867,83.2206643107,
PP21,3,T,20120931T174000000,2136.6215953134,-119.9246867479,111.2837547027,97.0369229908,175.9513164984,163.8010494623,66.207731401,61.6153517444,120.4664958204,128.9063348287,101.2200520581,118.2861589495,114.1212605457,162.1098582915,-119.3342890187,-6.3239512781,101.0602599327,-131.5808399618,-6.3181715434,97.0369229908,-39.0291274071,9.7816848819,97.9725901569,170.4795113346,-119.9246867479,-83.9254360157,13.6026574805,111.2837547027,-56.8314360453,-104.5252806766,-170.4681282491,-122.6645640474,-58.9265418452,109.861303735,-157.7249129847,-141.6886984677,-109.8223587789,-155.3977930804,-32.0057955443,150.7122677775,-99.402376752,-89.0123933972,62.3592201343,-153.1502557043,-86.4590379212,76.3105783359,-151.2730446337,20.4895304523,1.3548172742,4.4282234379,1.4499395029,0.9040890873,2.5479997709,1.5680979699,4.2619039319,1.8319395273,6.7060472971,17.9818689642,8.9848165317,15.5582253557,18.249476213,5.6601525246,1.4389850623,1.454471746,8.4922872227,1.3817283926,1.4499395029,9.3289097357,1.5487091341,2.1346155703,45.6532100971,1.3548172742,3.0315739462,2.2157834295,4.4282234379,13.8910584346,1.8800492816,1.7074152087,2.2609783772,10.8233540896,61.3534179405,4.0008628799,9.1010869847,5.242085474,4.7701499246,37.4780260396,75.4384666277,14.2237533681,15.9206551788,145.578289379,60.0787527669,24.0591672432,120.7308436638,62.4906798906,
